short_name_ENG_i,short_name_ENG_j,f_ij,n_ij
Hydraulic brake fluids an,Surface-active preparatio,31,8
Hydraulic brake fluids an,Heat water or steam heat ,28,1
Hydraulic brake fluids an,Saturated acyclic hydroca,26,1
Hydraulic brake fluids an,Motor oil,24,1
Hydraulic brake fluids an,Denatured ethyl alcohol a,23,1
Hydraulic brake fluids an,Liquid air; compressed ai,22,1
Hydraulic brake fluids an,Undenatured ethyl alcohol,21,1
Hydraulic brake fluids an,"Other plates..., of polym",19,2
Hydraulic brake fluids an,Oil paints and varnishes ,19,4
Hydraulic brake fluids an,Machines for treating met,18,1
Hydraulic brake fluids an,Repair and maintenance of,1,1
Hydraulic brake fluids an,Sacks and bags of polymer,14,1
Hydraulic brake fluids an,Plastic parts for machine,14,1
Hydraulic brake fluids an,Ion-exchangers; getters f,12,3
Hydraulic brake fluids an,"Electricity, combined and",12,1
Hydraulic brake fluids an,Methanol (methyl alcohol),11,2
Hydraulic brake fluids an,Ethyl acetate,11,2
Hydraulic brake fluids an,Iron or steel equipment f,11,1
Hydraulic brake fluids an,Acetone,11,2
Hydraulic brake fluids an,Hard rubber or plastic co,11,2
Hydraulic brake fluids an,Machinery and apparatus f,10,1
Hydraulic brake fluids an,Secondary raw material of,2,1
Hydraulic brake fluids an,Black printing inks,10,1
Hydraulic brake fluids an,Ethylene glycol (ethanedi,9,1
Hydraulic brake fluids an,Fluorides; fluorosilicate,9,1
Hydraulic brake fluids an,Distilled and conductivit,8,3
Hydraulic brake fluids an,Sub-contracted operations,1,1
Hydraulic brake fluids an,"Plastic boxes, cases, cra",8,1
Hydraulic brake fluids an,"Other vegetable oils, cru",8,1
Hydraulic brake fluids an,"Ferro-cerium, pyrophoric ",8,1
Hydraulic brake fluids an,Articles of cellular rubb,7,1
Hydraulic brake fluids an,"Non-cellular plates, shee",7,1
Hydraulic brake fluids an,"Paints and varnishes, bas",6,1
Hydraulic brake fluids an,Electronic gas or smoke a,7,1
Hydraulic brake fluids an,Railway or tramway track ,7,1
Hydraulic brake fluids an,Base metal hinges,6,1
Hydraulic brake fluids an,Inks (excluding printing ,6,1
Hydraulic brake fluids an,Spirits obtained from dis,6,1
Hydraulic brake fluids an,Parts for centrifuges and,6,1
Hydraulic brake fluids an,Iron or steel hot-worked ,5,1
Hydraulic brake fluids an,White spirit,5,1
Hydraulic brake fluids an,Plastic fittings for furn,5,1
Hydraulic brake fluids an,Rubber compounded with ca,5,1
Hydraulic brake fluids an,Electronic thermostats,5,1
Hydraulic brake fluids an,Searchlights and spotligh,5,1
Hydraulic brake fluids an,"Plates, sheet, film, foil",5,1
Hydraulic brake fluids an,Anti-knock preparations,5,1
Hydraulic brake fluids an,Parts for vacuum cleaners,5,1
Hydraulic brake fluids an,"Boards, panels, consoles,",5,1
Hydraulic brake fluids an,Bumpers and parts thereof,5,2
Hydraulic brake fluids an,Electrical apparatus for ,5,1
Hydraulic brake fluids an,Soap and organic surface-,2,1
Hydraulic brake fluids an,Derivatives of hydrocarbo,4,1
Hydraulic brake fluids an,Tableware and kitchenware,4,1
Hydraulic brake fluids an,Anionic organic surface-a,4,2
Hydraulic brake fluids an,Other trailers and semi-t,4,1
Hydraulic brake fluids an,Safety seat belts,4,1
Hydraulic brake fluids an,Iron or steel spring wash,3,1
Hydraulic brake fluids an,Screws and bolts for fixi,3,1
Hydraulic brake fluids an,"Monitors and projectors, ",3,1
Hydraulic brake fluids an,"Trunking, ducting and cab",3,1
Hydraulic brake fluids an,Parts of gas turbines (ex,3,1
Hydraulic brake fluids an,Numerical control panels ,3,1
Hydraulic brake fluids an,Nitric acid; sulphonitric,3,1
Hydraulic brake fluids an,Fertilisers in tablets or,3,1
Hydraulic brake fluids an,"Textile fabrics, impregna",3,1
Hydraulic brake fluids an,Pickling preparations for,3,1
Hydraulic brake fluids an,Artificial guts (sausage ,3,1
Hydraulic brake fluids an,"Flexible tubes, pipes and",3,1
Hydraulic brake fluids an,Multichip integrated circ,2,1
Hydraulic brake fluids an,Plugs and sockets for coa,2,1
Hydraulic brake fluids an,Other electric conductors,2,1
Hydraulic brake fluids an,Test benches,2,1
Hydraulic brake fluids an,Parts and accessories for,1,1
Hydraulic brake fluids an,Parts of electrical telep,2,1
Hydraulic brake fluids an,Parts and accessories of ,2,1
Hydraulic brake fluids an,Base stations,2,1
Hydraulic brake fluids an,Parts suitable for use so,2,1
Hydraulic brake fluids an,Oil or petrol-filters for,2,1
Hydraulic brake fluids an,Parts for machines for as,2,1
Hydraulic brake fluids an,Fire extinguishers,2,2
Hydraulic brake fluids an,Pneumatic elevators and c,2,1
Hydraulic brake fluids an,"Cases, boxes, crates, dru",2,1
Hydraulic brake fluids an,Parts of machinery of HS ,2,1
Hydraulic brake fluids an,"Parts of agricultural, ho",2,1
Hydraulic brake fluids an,Non-automatic lubricating,2,1
Hydraulic brake fluids an,Cylinders for calendering,2,1
Hydraulic brake fluids an,Gaskets and similar joint,2,1
Hydraulic brake fluids an,Rectifiers (excluding of ,2,1
Hydraulic brake fluids an,Furniture of plastics (ex,2,1
Hydraulic brake fluids an,"Appliance cords, extensio",2,1
Hydraulic brake fluids an,Machines with translation,2,1
Hydraulic brake fluids an,Parts of air and vacuum p,2,1
Hydraulic brake fluids an,Hydraulic cylinders,2,1
Hydraulic brake fluids an,Monofilament with any cro,2,1
Hydraulic brake fluids an,Builder’s fittings and mo,2,1
Hydraulic brake fluids an,"Tanks, casks, drums, cans",2,1
Hydraulic brake fluids an,Self-adhesive strips of p,2,1
Hydraulic brake fluids an,Containers specially desi,1,1
Hydraulic brake fluids an,"Chassis for trailers, sem",1,1
Hydraulic brake fluids an,Bodies for motor cars and,1,1
Hydraulic brake fluids an,"Tarpaulins, awnings and s",1,1
Hydraulic brake fluids an,Metal furniture (excludin,1,1
Hydraulic brake fluids an,Crown corks of base metal,1,1
Hydraulic brake fluids an,Endless bands for machine,1,1
Hydraulic brake fluids an,Rubber transmission belts,1,1
Hydraulic brake fluids an,Rubber tubing not reinfor,1,1
Hydraulic brake fluids an,"Plastic reservoirs, tanks",1,1
Hydraulic brake fluids an,"Plastic baths, shower-bat",1,1
Hydraulic brake fluids an,"Self-adhesive plates, she",1,1
Hydraulic brake fluids an,Lubricating preparations ,1,3
Hydraulic brake fluids an,Adhesives based on natura,1,2
Hydraulic brake fluids an,Factory made mortars,1,1
Hydraulic brake fluids an,Positive displacement pum,1,1
Hydraulic brake fluids an,"Submersible motor, single",1,1
Hydraulic brake fluids an,Gear boxes for stationary,1,1
Hydraulic brake fluids an,Parts of bearing housings,1,1
Hydraulic brake fluids an,Parts of pumps for liquid,1,1
Hydraulic brake fluids an,Temperature regulators (e,1,1
Hydraulic brake fluids an,Heat exchange units,1,1
Hydraulic brake fluids an,Electronic flow meters (e,1,1
Hydraulic brake fluids an,Electric motors of an out,1,1
Hydraulic brake fluids an,Rotating hydraulic and pn,1,1
"Woven fabrics of cotton, ",Table linen of knitted or,2,1
"Woven fabrics of cotton, ",Sub-contracted operations,1,1
"Woven fabrics of cotton, ","Flax yarn, n.p.r.s.",2,1
"Woven fabrics of cotton, ",Sewing thread of man-made,2,1
"Woven fabrics of cotton, ",Women’s or girls’ blouses,1,2
"Woven fabrics of cotton, ",Women’s or girls’ trouser,1,1
"Woven fabrics of cotton, ",Hand-woven tapestries of ,1,2
"Woven fabrics of cotton, ",Furniture of plastics (ex,1,1
"Woven fabrics of cotton, ",Women’s or girls’ dresses,1,2
"Woven fabrics of cotton, ",Woman’s or girls’ raincoa,1,1
"Woven fabrics of cotton, ",Women’s or girls’ jackets,1,1
Wood wool; wood flour,"Wood, sawn or chipped len",2,1
Wood wool; wood flour,"Wood in chips, particles,",1,1
Artificial guts (sausage ,"Other plates..., of polym",34,2
Artificial guts (sausage ,Hard rubber or plastic co,30,3
Artificial guts (sausage ,Sacks and bags of polymer,25,4
Artificial guts (sausage ,Linear polyethylene havin,20,2
Artificial guts (sausage ,Iron or steel equipment f,18,1
Artificial guts (sausage ,"Cartons, boxes and cases,",14,1
Artificial guts (sausage ,Plastic parts for machine,12,1
Artificial guts (sausage ,"Flexible tubes, pipes and",11,4
Artificial guts (sausage ,Monofilament with any cro,10,4
Artificial guts (sausage ,Articles of cellular rubb,10,1
Artificial guts (sausage ,"Spools, cops, bobbins and",8,2
Artificial guts (sausage ,The order of part operati,8,1
Artificial guts (sausage ,Sub-contracted operations,1,1
Artificial guts (sausage ,Rubber compounded with ca,8,1
Artificial guts (sausage ,"Polyacetals, in primary f",7,1
Artificial guts (sausage ,"Plates, sheet, film, foil",6,1
Artificial guts (sausage ,Parts for vacuum cleaners,6,1
Artificial guts (sausage ,"Plastic carboys, bottles,",6,2
Artificial guts (sausage ,Bumpers and parts thereof,6,1
Artificial guts (sausage ,Machines for treating met,6,1
Artificial guts (sausage ,Repair services of tarpau,5,1
Artificial guts (sausage ,Parts for centrifuges and,5,1
Artificial guts (sausage ,"Submersible motor, single",5,1
Artificial guts (sausage ,Parts of pumps for liquid,5,1
Artificial guts (sausage ,"Trunking, ducting and cab",5,3
Artificial guts (sausage ,"Plastic doors, windows an",5,1
Artificial guts (sausage ,Safety seat belts,5,1
Artificial guts (sausage ,Tableware and kitchenware,5,1
Artificial guts (sausage ,Builder’s fittings and mo,4,2
Artificial guts (sausage ,"Files, rasps and similar ",4,1
Artificial guts (sausage ,Railway or tramway track ,4,1
Artificial guts (sausage ,Machinery and apparatus f,1,1
Artificial guts (sausage ,Vacuum cleaners with a se,4,1
Artificial guts (sausage ,Electronic gas or smoke a,4,1
Artificial guts (sausage ,"Boards, panels, consoles,",4,1
Artificial guts (sausage ,Other electric conductors,4,1
Artificial guts (sausage ,Repair and maintenance se,1,1
Artificial guts (sausage ,Electronic thermostats,3,1
Artificial guts (sausage ,Heat exchange units,3,1
Artificial guts (sausage ,Parts of machinery of HS ,3,1
Artificial guts (sausage ,Parts of air and vacuum p,3,1
Artificial guts (sausage ,Numerical control panels ,3,1
Artificial guts (sausage ,Electrical apparatus for ,3,1
Artificial guts (sausage ,Bodies for motor cars and,3,1
Artificial guts (sausage ,Rubber tubing not reinfor,3,1
Artificial guts (sausage ,Multichip integrated circ,2,1
Artificial guts (sausage ,Plugs and sockets for coa,2,1
Artificial guts (sausage ,Pipe-line fittings,2,1
Artificial guts (sausage ,Test benches,2,1
Artificial guts (sausage ,Parts and accessories for,2,1
Artificial guts (sausage ,Parts of electrical telep,2,1
Artificial guts (sausage ,Parts and accessories of ,2,1
Artificial guts (sausage ,Base stations,2,1
Artificial guts (sausage ,Parts for machines for as,2,2
Artificial guts (sausage ,"Cases, boxes, crates, dru",2,3
Artificial guts (sausage ,Rectifiers (excluding of ,2,1
Artificial guts (sausage ,"Appliance cords, extensio",2,1
Artificial guts (sausage ,Searchlights and spotligh,2,1
Artificial guts (sausage ,Machines with translation,2,1
Artificial guts (sausage ,Hydraulic cylinders,2,1
Artificial guts (sausage ,Positive displacement pum,2,1
Artificial guts (sausage ,Parts of fluid power equi,2,1
Artificial guts (sausage ,"Flanges, of steel (exclud",2,1
Artificial guts (sausage ,Adhesives based on natura,2,1
Artificial guts (sausage ,Base metal hinges,2,1
Artificial guts (sausage ,Iron or steel hot-worked ,2,1
Artificial guts (sausage ,"Non-cellular plates, shee",2,2
Artificial guts (sausage ,Containers specially desi,1,1
Artificial guts (sausage ,"Textile fabrics, impregna",1,1
Artificial guts (sausage ,"Tarpaulins, awnings and s",1,1
Artificial guts (sausage ,Endless bands for machine,1,1
Artificial guts (sausage ,Rubber transmission belts,1,1
Artificial guts (sausage ,"Plastic reservoirs, tanks",1,2
Artificial guts (sausage ,Plastic sacks and bags (i,1,1
Artificial guts (sausage ,"Prefabricated buildings, ",1,1
Artificial guts (sausage ,"Hydraulic systems, with c",1,1
Artificial guts (sausage ,"Parts of agricultural, ho",1,1
Artificial guts (sausage ,Parts for air conditionin,1,1
Artificial guts (sausage ,Electric motors of an out,1,1
"Printed new stamps, stamp",Printed calendars of any ,42,1
"Printed new stamps, stamp","Printed books, brochures,",38,1
"Printed new stamps, stamp",Bookbinding and finishing,30,1
"Printed new stamps, stamp","Registers, account books,",27,2
"Printed new stamps, stamp",Envelopes of paper or pap,17,1
"Printed new stamps, stamp",Other paper and paperboar,16,2
"Printed new stamps, stamp",Self-adhesive printed lab,11,1
"Printed new stamps, stamp",Printing components,8,1
"Printed new stamps, stamp",Cards incorporating a mag,5,1
Winches and capstans (exc,Rock drilling or earth bo,7,1
Winches and capstans (exc,Hard rubber or plastic co,5,1
Winches and capstans (exc,"Cartons, boxes and cases,",4,1
Winches and capstans (exc,"Boards, panels, consoles,",2,1
Winches and capstans (exc,Electrical apparatus for ,2,1
Winches and capstans (exc,Railway or tramway track ,2,1
Winches and capstans (exc,Numerically controlled be,2,1
Winches and capstans (exc,Self-adhesive printed lab,2,1
Winches and capstans (exc,"Folding cartons, boxes an",2,1
Winches and capstans (exc,Cold-rolled narrow strip ,2,1
Winches and capstans (exc,Hot-rolled flat products ,2,1
Winches and capstans (exc,Iron or steel spring wash,2,1
Winches and capstans (exc,Screws and bolts for fixi,2,1
Winches and capstans (exc,"Paint brushes, distemperi",1,1
Winches and capstans (exc,"Files, rasps and similar ",1,1
Winches and capstans (exc,Iron or steel hot-worked ,1,1
Winches and capstans (exc,"Washers, rivets, cotters,",1,1
Winches and capstans (exc,"Other plates..., of polym",1,1
Winches and capstans (exc,"Aluminium bars, rods and ",1,1
Winches and capstans (exc,Iron or steel equipment f,1,1
Winches and capstans (exc,Numerical control panels ,1,1
Non-wovens of a weight ≤ ,Sacks and bags of polymer,16,1
Non-wovens of a weight ≤ ,Repair and maintenance of,1,1
Non-wovens of a weight ≤ ,"Men’s or boys’ ensembles,",10,1
Non-wovens of a weight ≤ ,Men’s or boys’ trousers a,2,1
Non-wovens of a weight ≤ ,Other packaging container,7,1
Non-wovens of a weight ≤ ,Men’s or boys’ other garm,6,1
Non-wovens of a weight ≤ ,"Wood in chips, particles,",6,1
Non-wovens of a weight ≤ ,"Non-cellular plates, shee",5,1
Non-wovens of a weight ≤ ,Sub-contracted operations,1,1
Non-wovens of a weight ≤ ,"Polyvinyl chloride, not m",3,1
Non-wovens of a weight ≤ ,Women’s or girls’ trouser,3,1
Non-wovens of a weight ≤ ,"Trunks, suitcases, vanity",3,1
Non-wovens of a weight ≤ ,Woven carpets and other w,2,1
Non-wovens of a weight ≤ ,Assembled parquet panels ,2,1
Non-wovens of a weight ≤ ,Men’s or boys’ shirts (ex,2,1
Non-wovens of a weight ≤ ,Women’s or girls’ blouses,1,1
Non-wovens of a weight ≤ ,Other headgear (except he,2,1
Non-wovens of a weight ≤ ,"Men’s or boys’ raincoats,",2,1
Non-wovens of a weight ≤ ,Handkerchiefs,1,1
Non-wovens of a weight ≤ ,Men’s or boys’ underpants,1,1
Non-wovens of a weight ≤ ,Women’s or girls’ ensembl,1,1
Non-wovens of a weight ≤ ,Women’s or girls’ dresses,1,1
"Chemical wood pulp, disso",Heat water or steam heat ,3,1
"Chemical wood pulp, disso",Steam and hot water suppl,2,1
"Chemical wood pulp, disso",Mineral or chemical ferti,2,1
Men’s or boys’ shirts (ex,Sub-contracted operations,1,1
Men’s or boys’ shirts (ex,Men’s or boys’ trousers a,8,3
Men’s or boys’ shirts (ex,"Men’s or boys’ ensembles,",11,4
Men’s or boys’ shirts (ex,"Men’s or boys’ raincoats,",10,5
